Wall time,Step,Value
1680701531.8590221,582,0.6551464796066284
1680701629.4302762,1165,0.6473662853240967
1680701727.0950215,1748,0.6468443870544434
1680701824.6523306,2331,0.6473925113677979
1680701922.369497,2914,0.6475715637207031
1680702020.0280933,3497,0.6512377262115479
1680702118.441803,4080,0.6565980315208435
1680702216.4820828,4663,0.651978611946106
1680702314.8312514,5246,0.6563953161239624
1680702412.687659,5829,0.6559642553329468
1680702510.7124596,6412,0.6563915014266968
1680702608.3291638,6995,0.6636980772018433
1680702706.199245,7578,0.6769925355911255
1680702803.8974693,8161,0.6787015199661255
1680702901.4923978,8744,0.6796278953552246
1680702999.217538,9327,0.679548978805542
1680703096.468251,9910,0.6767458319664001
1680703193.793269,10493,0.6751077175140381
1680703291.176228,11076,0.6752930879592896
1680703388.60238,11659,0.6757652163505554
1680703485.9644,12242,0.6771988868713379
1680703582.5339267,12825,0.6799578666687012
1680703679.34981,13408,0.6760257482528687
1680703776.0553277,13991,0.6765625476837158
1680703872.629359,14574,0.6868077516555786
1680703969.5463567,15157,0.6893619298934937
1680704066.3595414,15740,0.6928122639656067
1680704163.1480901,16323,0.6946814656257629
1680704260.3494413,16906,0.6868340969085693
1680704357.056429,17489,0.6895637512207031
1680704454.6576467,18072,0.6782431602478027
1680704551.8531775,18655,0.6919129490852356
1680704649.3196034,19238,0.6971967220306396
1680704746.531884,19821,0.6878462433815002
1680704844.996476,20404,0.6881517171859741
1680704943.3644903,20987,0.6867237091064453
1680705042.0824292,21570,0.6935079097747803
1680705140.790511,22153,0.7016286849975586
1680705239.2344122,22736,0.693606972694397
1680705338.0548952,23319,0.7017421722412109
1680705436.8359442,23902,0.7038885354995728
1680705535.4087577,24485,0.6968202590942383
1680705634.0096219,25068,0.6962540149688721
1680705732.8751464,25651,0.6990528106689453
1680705831.7815344,26234,0.6963287591934204
1680705930.8968601,26817,0.6979678869247437
1680706029.8328822,27400,0.6987309455871582
1680706128.8339186,27983,0.6970911026000977
1680706227.693123,28566,0.7013936042785645
1680706326.5277631,29149,0.6974297761917114
1680706425.2830656,29732,0.702349066734314
1680706524.1256735,30315,0.7030090689659119
1680706623.0339286,30898,0.7036137580871582
1680706722.73226,31481,0.7065274715423584
1680706822.8083973,32064,0.7037538886070251
1680706923.272068,32647,0.7019578218460083
1680707024.936991,33230,0.7081730365753174
1680707125.4527762,33813,0.6999763250350952
1680707226.619865,34396,0.7035425901412964
1680707327.2823732,34979,0.7090108394622803
1680707426.6586332,35562,0.7004963159561157
1680707525.7434335,36145,0.6996523141860962
1680707624.9822,36728,0.7049484252929688
1680707724.3462226,37311,0.7083748579025269
1680707823.5378401,37894,0.7079074382781982
1680707922.5514257,38477,0.7094257473945618
1680708021.9897134,39060,0.7081174254417419
1680708120.959036,39643,0.7118629217147827
1680708219.9332974,40226,0.7086251378059387
1680708319.0084207,40809,0.7139081954956055
1680708418.0978863,41392,0.707068145275116
1680708517.5537033,41975,0.712783694267273
1680708616.9476466,42558,0.7085597515106201
1680708716.0752668,43141,0.7121477127075195
1680708815.3904757,43724,0.706010103225708
1680708915.282793,44307,0.712108850479126
1680709014.3716016,44890,0.713131844997406
1680709113.5275092,45473,0.7192305326461792
1680709213.0926747,46056,0.7135826349258423
1680709312.303728,46639,0.714253306388855
1680709410.6929662,47222,0.715082585811615
1680709509.537366,47805,0.7204347848892212
1680709607.818289,48388,0.7171881198883057
1680709706.2693906,48971,0.71780925989151
1680709804.823762,49554,0.7125732898712158
1680709903.489676,50137,0.7195792198181152
1680710002.0026312,50720,0.7188760042190552
1680710101.5880146,51303,0.7189078330993652
1680710200.2423255,51886,0.7238596677780151
1680710298.9426208,52469,0.7222530841827393
1680710398.1163197,53052,0.7190955877304077
1680710496.647565,53635,0.7183516025543213
1680710595.3579679,54218,0.7199151515960693
1680710694.307357,54801,0.7190414667129517
1680710792.9353423,55384,0.7183841466903687
1680710891.8678455,55967,0.7150108814239502
1680710990.935341,56550,0.7183852195739746
1680711089.8838382,57133,0.7234221696853638
1680711188.8005474,57716,0.7151482701301575
1680711288.0592782,58299,0.7201964855194092
1680711387.1570327,58882,0.719063401222229
1680711486.2498114,59465,0.71086585521698
1680711585.1414125,60048,0.7101664543151855
1680711684.0726893,60631,0.7190312743186951
1680711783.4774861,61214,0.719216525554657
1680711882.8384092,61797,0.7196495532989502
1680711981.9766436,62380,0.7200211882591248
1680712080.9603727,62963,0.7232958078384399
1680712180.247734,63546,0.7233239412307739
1680712279.5543606,64129,0.718565821647644
1680712378.798019,64712,0.7233293056488037
1680712477.8763623,65295,0.7209303975105286
1680712576.770715,65878,0.724622905254364
1680712675.9414532,66461,0.7233896255493164
1680712774.8522983,67044,0.7172980904579163
1680712874.095186,67627,0.7204734086990356
1680712973.3130074,68210,0.7211824059486389
1680713072.5120206,68793,0.7214482426643372
1680713171.8895297,69376,0.7227213382720947
1680713271.0837066,69959,0.7249045372009277
1680713371.107849,70542,0.7238881587982178
1680713470.202541,71125,0.7215938568115234
1680713569.2124317,71708,0.722603440284729
1680713668.3683758,72291,0.722516655921936
1680713767.3162334,72874,0.721795380115509
1680713866.1729782,73457,0.7229251861572266
1680713964.9663591,74040,0.7158120274543762
1680714063.9422731,74623,0.7189567685127258
1680714163.2436707,75206,0.7216958999633789
1680714262.589457,75789,0.7190097570419312
1680714361.5271914,76372,0.7212090492248535
1680714460.5245178,76955,0.7183737754821777
1680714559.657313,77538,0.7157282829284668
1680714658.893491,78121,0.7132858037948608
1680714758.1078224,78704,0.7114706039428711
1680714857.352639,79287,0.7185799479484558
1680714955.935089,79870,0.7157601118087769
1680715054.2059155,80453,0.7182266712188721
1680715153.3313,81036,0.7176363468170166
1680715251.8702922,81619,0.7176896333694458
1680715350.954232,82202,0.7143425941467285
1680715449.63691,82785,0.7187396883964539
1680715548.4028912,83368,0.7156481146812439
1680715647.3094387,83951,0.7151204943656921
1680715746.0722592,84534,0.7188873291015625
1680715844.6562495,85117,0.7143453359603882
1680715943.1757448,85700,0.7158538699150085
1680716041.4296134,86283,0.7148561477661133
1680716140.5323727,86866,0.7148902416229248
1680716239.433331,87449,0.7175478339195251
